Row,Reason
11385,duplicate Longitude/Lattitude in upload file
11386,duplicate Longitude/Lattitude in upload file
11387,duplicate Longitude/Lattitude in upload file
11388,duplicate Longitude/Lattitude in upload file
11389,duplicate Longitude/Lattitude in upload file
11390,duplicate Longitude/Lattitude in upload file
11391,duplicate Longitude/Lattitude in upload file
11392,duplicate Longitude/Lattitude in upload file
11393,duplicate Longitude/Lattitude in upload file
11394,duplicate Longitude/Lattitude in upload file
11395,duplicate Longitude/Lattitude in upload file
11396,duplicate Longitude/Lattitude in upload file
11397,duplicate Longitude/Lattitude in upload file
11398,duplicate Longitude/Lattitude in upload file
11399,duplicate Longitude/Lattitude in upload file
11400,duplicate Longitude/Lattitude in upload file
11401,duplicate Longitude/Lattitude in upload file
11402,duplicate Longitude/Lattitude in upload file
11403,duplicate Longitude/Lattitude in upload file
11404,duplicate Longitude/Lattitude in upload file
11405,duplicate Longitude/Lattitude in upload file
11406,duplicate Longitude/Lattitude in upload file
11407,duplicate Longitude/Lattitude in upload file
11408,duplicate Longitude/Lattitude in upload file
11409,duplicate Longitude/Lattitude in upload file
11410,duplicate Longitude/Lattitude in upload file
11411,duplicate Longitude/Lattitude in upload file
11412,duplicate Longitude/Lattitude in upload file
11413,duplicate Longitude/Lattitude in upload file
11414,duplicate Longitude/Lattitude in upload file
11455,duplicate Longitude/Lattitude in upload file
11456,duplicate Longitude/Lattitude in upload file
11457,duplicate Longitude/Lattitude in upload file
11458,duplicate Longitude/Lattitude in upload file
11459,duplicate Longitude/Lattitude in upload file
11460,duplicate Longitude/Lattitude in upload file
11461,duplicate Longitude/Lattitude in upload file
11462,duplicate Longitude/Lattitude in upload file
11463,duplicate Longitude/Lattitude in upload file
11464,duplicate Longitude/Lattitude in upload file
11465,duplicate Longitude/Lattitude in upload file
11466,duplicate Longitude/Lattitude in upload file
11467,duplicate Longitude/Lattitude in upload file
11468,duplicate Longitude/Lattitude in upload file
11469,duplicate Longitude/Lattitude in upload file
11470,duplicate Longitude/Lattitude in upload file
11471,duplicate Longitude/Lattitude in upload file
11472,duplicate Longitude/Lattitude in upload file
11473,duplicate Longitude/Lattitude in upload file
11474,duplicate Longitude/Lattitude in upload file
11582,duplicate Longitude/Lattitude in upload file
11583,duplicate Longitude/Lattitude in upload file
11584,duplicate Longitude/Lattitude in upload file
11585,duplicate Longitude/Lattitude in upload file
11586,duplicate Longitude/Lattitude in upload file
11587,duplicate Longitude/Lattitude in upload file
11588,duplicate Longitude/Lattitude in upload file
11589,duplicate Longitude/Lattitude in upload file
11590,duplicate Longitude/Lattitude in upload file
11591,duplicate Longitude/Lattitude in upload file
11592,duplicate Longitude/Lattitude in upload file
11593,duplicate Longitude/Lattitude in upload file
11594,duplicate Longitude/Lattitude in upload file
11595,duplicate Longitude/Lattitude in upload file
11596,duplicate Longitude/Lattitude in upload file
11597,duplicate Longitude/Lattitude in upload file
11598,duplicate Longitude/Lattitude in upload file
11599,duplicate Longitude/Lattitude in upload file
11600,duplicate Longitude/Lattitude in upload file
11601,duplicate Longitude/Lattitude in upload file
11602,duplicate Longitude/Lattitude in upload file
11603,duplicate Longitude/Lattitude in upload file
11604,duplicate Longitude/Lattitude in upload file
11605,duplicate Longitude/Lattitude in upload file
11606,duplicate Longitude/Lattitude in upload file
11607,duplicate Longitude/Lattitude in upload file
11608,duplicate Longitude/Lattitude in upload file
11609,duplicate Longitude/Lattitude in upload file
11610,duplicate Longitude/Lattitude in upload file
11654,duplicate Longitude/Lattitude in upload file
11655,duplicate Longitude/Lattitude in upload file
11656,duplicate Longitude/Lattitude in upload file
11657,duplicate Longitude/Lattitude in upload file
11658,duplicate Longitude/Lattitude in upload file
11659,duplicate Longitude/Lattitude in upload file
11660,duplicate Longitude/Lattitude in upload file
11661,duplicate Longitude/Lattitude in upload file
11662,duplicate Longitude/Lattitude in upload file
11663,duplicate Longitude/Lattitude in upload file
11664,duplicate Longitude/Lattitude in upload file
11665,duplicate Longitude/Lattitude in upload file
11666,duplicate Longitude/Lattitude in upload file
11667,duplicate Longitude/Lattitude in upload file
11668,duplicate Longitude/Lattitude in upload file
11669,duplicate Longitude/Lattitude in upload file
11670,duplicate Longitude/Lattitude in upload file
11671,duplicate Longitude/Lattitude in upload file
11672,duplicate Longitude/Lattitude in upload file
11673,duplicate Longitude/Lattitude in upload file
11674,duplicate Longitude/Lattitude in upload file
11675,duplicate Longitude/Lattitude in upload file
11676,duplicate Longitude/Lattitude in upload file
11677,duplicate Longitude/Lattitude in upload file
11714,duplicate Longitude/Lattitude in upload file
11715,duplicate Longitude/Lattitude in upload file
11716,duplicate Longitude/Lattitude in upload file
11717,duplicate Longitude/Lattitude in upload file
11718,duplicate Longitude/Lattitude in upload file
11719,duplicate Longitude/Lattitude in upload file
11720,duplicate Longitude/Lattitude in upload file
11721,duplicate Longitude/Lattitude in upload file
11722,duplicate Longitude/Lattitude in upload file
11723,duplicate Longitude/Lattitude in upload file
11724,duplicate Longitude/Lattitude in upload file
11725,duplicate Longitude/Lattitude in upload file
11726,duplicate Longitude/Lattitude in upload file
11948,duplicate Longitude/Lattitude in upload file
11949,duplicate Longitude/Lattitude in upload file
11950,duplicate Longitude/Lattitude in upload file
11951,duplicate Longitude/Lattitude in upload file
11952,duplicate Longitude/Lattitude in upload file
11953,duplicate Longitude/Lattitude in upload file
11954,duplicate Longitude/Lattitude in upload file
12661,duplicate Longitude/Lattitude in upload file
12662,duplicate Longitude/Lattitude in upload file
12663,duplicate Longitude/Lattitude in upload file
12664,duplicate Longitude/Lattitude in upload file
12665,duplicate Longitude/Lattitude in upload file
12666,duplicate Longitude/Lattitude in upload file
12667,duplicate Longitude/Lattitude in upload file
12668,duplicate Longitude/Lattitude in upload file
12669,duplicate Longitude/Lattitude in upload file
12670,duplicate Longitude/Lattitude in upload file
12671,duplicate Longitude/Lattitude in upload file
12672,duplicate Longitude/Lattitude in upload file
12673,duplicate Longitude/Lattitude in upload file
12674,duplicate Longitude/Lattitude in upload file
12675,duplicate Longitude/Lattitude in upload file
12676,duplicate Longitude/Lattitude in upload file
12677,duplicate Longitude/Lattitude in upload file
12678,duplicate Longitude/Lattitude in upload file
12679,duplicate Longitude/Lattitude in upload file
12680,duplicate Longitude/Lattitude in upload file
12681,duplicate Longitude/Lattitude in upload file
12682,duplicate Longitude/Lattitude in upload file
12683,duplicate Longitude/Lattitude in upload file
12684,duplicate Longitude/Lattitude in upload file
12685,duplicate Longitude/Lattitude in upload file
12686,duplicate Longitude/Lattitude in upload file
12687,duplicate Longitude/Lattitude in upload file
12688,duplicate Longitude/Lattitude in upload file
12689,duplicate Longitude/Lattitude in upload file
12690,duplicate Longitude/Lattitude in upload file
12691,duplicate Longitude/Lattitude in upload file
12692,duplicate Longitude/Lattitude in upload file
12693,duplicate Longitude/Lattitude in upload file
12694,duplicate Longitude/Lattitude in upload file
12695,duplicate Longitude/Lattitude in upload file
12696,duplicate Longitude/Lattitude in upload file
12697,duplicate Longitude/Lattitude in upload file
12698,duplicate Longitude/Lattitude in upload file
14380,duplicate Longitude/Lattitude in upload file
14422,duplicate Longitude/Lattitude in upload file
14454,duplicate Longitude/Lattitude in upload file
14979,Longitude/Lattitude already exists
14981,Longitude/Lattitude already exists
14982,Longitude/Lattitude already exists
14985,Longitude/Lattitude already exists
14987,Longitude/Lattitude already exists
14988,Longitude/Lattitude already exists
14992,Longitude/Lattitude already exists
14993,Longitude/Lattitude already exists
14994,Longitude/Lattitude already exists
14995,Longitude/Lattitude already exists
14996,Longitude/Lattitude already exists
14997,Longitude/Lattitude already exists
15001,Longitude/Lattitude already exists
15003,Longitude/Lattitude already exists
15005,Longitude/Lattitude already exists
15007,Longitude/Lattitude already exists
15009,Longitude/Lattitude already exists
15069,Longitude/Lattitude already exists
15164,Longitude/Lattitude already exists
15165,Longitude/Lattitude already exists
15168,Longitude/Lattitude already exists
15169,Longitude/Lattitude already exists
15170,Longitude/Lattitude already exists
15173,Longitude/Lattitude already exists
15174,Longitude/Lattitude already exists
15177,Longitude/Lattitude already exists
15178,Longitude/Lattitude already exists
15180,Longitude/Lattitude already exists
15182,Longitude/Lattitude already exists
15189,Longitude/Lattitude already exists
15191,Longitude/Lattitude already exists
15192,duplicate Longitude/Lattitude in upload file
15197,duplicate Longitude/Lattitude in upload file
15199,duplicate Longitude/Lattitude in upload file
15203,duplicate Longitude/Lattitude in upload file
15204,duplicate Longitude/Lattitude in upload file
15209,duplicate Longitude/Lattitude in upload file
15211,duplicate Longitude/Lattitude in upload file
15212,duplicate Longitude/Lattitude in upload file
15213,duplicate Longitude/Lattitude in upload file
15215,duplicate Longitude/Lattitude in upload file
15223,duplicate Longitude/Lattitude in upload file
15226,duplicate Longitude/Lattitude in upload file
15228,duplicate Longitude/Lattitude in upload file
15230,duplicate Longitude/Lattitude in upload file
15233,duplicate Longitude/Lattitude in upload file
15234,duplicate Longitude/Lattitude in upload file
15235,duplicate Longitude/Lattitude in upload file
15243,Longitude/Lattitude already exists
15244,Longitude/Lattitude already exists
15246,duplicate Longitude/Lattitude in upload file
15248,duplicate Longitude/Lattitude in upload file
15250,duplicate Longitude/Lattitude in upload file
15252,duplicate Longitude/Lattitude in upload file
15253,duplicate Longitude/Lattitude in upload file
15257,duplicate Longitude/Lattitude in upload file
15260,duplicate Longitude/Lattitude in upload file
15261,duplicate Longitude/Lattitude in upload file
15262,duplicate Longitude/Lattitude in upload file
15264,duplicate Longitude/Lattitude in upload file
15267,duplicate Longitude/Lattitude in upload file
15270,duplicate Longitude/Lattitude in upload file
15272,duplicate Longitude/Lattitude in upload file
15281,duplicate Longitude/Lattitude in upload file
15286,duplicate Longitude/Lattitude in upload file
15287,duplicate Longitude/Lattitude in upload file
15290,duplicate Longitude/Lattitude in upload file
15292,duplicate Longitude/Lattitude in upload file
15295,duplicate Longitude/Lattitude in upload file
15296,duplicate Longitude/Lattitude in upload file
15298,duplicate Longitude/Lattitude in upload file
15299,duplicate Longitude/Lattitude in upload file
15301,duplicate Longitude/Lattitude in upload file
15302,duplicate Longitude/Lattitude in upload file
15303,duplicate Longitude/Lattitude in upload file
15308,duplicate Longitude/Lattitude in upload file
15309,duplicate Longitude/Lattitude in upload file
15310,duplicate Longitude/Lattitude in upload file
15320,duplicate Longitude/Lattitude in upload file
15324,duplicate Longitude/Lattitude in upload file
15325,duplicate Longitude/Lattitude in upload file
15326,duplicate Longitude/Lattitude in upload file
15327,duplicate Longitude/Lattitude in upload file
15328,duplicate Longitude/Lattitude in upload file
15330,duplicate Longitude/Lattitude in upload file
15331,duplicate Longitude/Lattitude in upload file
15332,duplicate Longitude/Lattitude in upload file
15333,duplicate Longitude/Lattitude in upload file
15334,duplicate Longitude/Lattitude in upload file
15335,duplicate Longitude/Lattitude in upload file
15338,Longitude/Lattitude already exists
15341,Longitude/Lattitude already exists
15342,Longitude/Lattitude already exists
15344,Longitude/Lattitude already exists
15345,Longitude/Lattitude already exists
15348,Longitude/Lattitude already exists
15349,Longitude/Lattitude already exists
15350,Longitude/Lattitude already exists
15352,Longitude/Lattitude already exists
15353,Longitude/Lattitude already exists
15354,Longitude/Lattitude already exists
15355,Longitude/Lattitude already exists
15356,Longitude/Lattitude already exists
15357,Longitude/Lattitude already exists
15360,Longitude/Lattitude already exists
15361,Longitude/Lattitude already exists
15362,Longitude/Lattitude already exists
15363,Longitude/Lattitude already exists
16205,Longitude/Lattitude already exists
16263,Longitude/Lattitude already exists
16413,Longitude/Lattitude already exists
17168,duplicate Longitude/Lattitude in upload file
17315,duplicate Longitude/Lattitude in upload file
18202,Longitude/Lattitude already exists
18215,Longitude/Lattitude already exists
18225,Longitude/Lattitude already exists
18228,Longitude/Lattitude already exists
18235,Longitude/Lattitude already exists
18240,Longitude/Lattitude already exists
18256,Longitude/Lattitude already exists
18262,Longitude/Lattitude already exists
18265,Longitude/Lattitude already exists
18282,duplicate Longitude/Lattitude in upload file
18290,duplicate Longitude/Lattitude in upload file
18291,Longitude/Lattitude already exists
18292,Longitude/Lattitude already exists
18307,Longitude/Lattitude already exists
18357,duplicate Longitude/Lattitude in upload file
18383,Longitude/Lattitude already exists
18406,Longitude/Lattitude already exists
18435,duplicate Longitude/Lattitude in upload file
18466,Longitude/Lattitude already exists
18553,Longitude/Lattitude already exists
18595,Longitude/Lattitude already exists
18622,Longitude/Lattitude already exists
18627,Longitude/Lattitude already exists
18640,Longitude/Lattitude already exists
18660,Longitude/Lattitude already exists
18667,Longitude/Lattitude already exists
18670,Longitude/Lattitude already exists
18674,Longitude/Lattitude already exists
18700,Longitude/Lattitude already exists
18719,Longitude/Lattitude already exists
18723,Longitude/Lattitude already exists
18742,Longitude/Lattitude already exists
18744,duplicate Longitude/Lattitude in upload file
18772,Longitude/Lattitude already exists
18780,duplicate Longitude/Lattitude in upload file
18795,Longitude/Lattitude already exists
18796,Longitude/Lattitude already exists
18801,Longitude/Lattitude already exists
18805,Longitude/Lattitude already exists
18808,Longitude/Lattitude already exists
18811,Longitude/Lattitude already exists
18812,Longitude/Lattitude already exists
18865,Longitude/Lattitude already exists
18881,Longitude/Lattitude already exists
18887,Longitude/Lattitude already exists
18901,duplicate Longitude/Lattitude in upload file
18912,Longitude/Lattitude already exists
18929,Longitude/Lattitude already exists
18969,duplicate Longitude/Lattitude in upload file
19037,Longitude/Lattitude already exists
19095,duplicate Longitude/Lattitude in upload file
